word,diff,rt,st,avg_at_tick_2,avg_at_tick_3,avg_at_tick_4,avg_at_tick_5,avg_at_tick_6,avg_at_tick_7,avg_at_tick_8,avg_at_tick_9,avg_at_tick_10,avg_at_tick_11,avg_at_tick_12,avg_at_tick_13,avg_at_tick_14,avg_at_tick_15,avg_at_tick_16,avg_at_tick_17,avg_at_tick_18,avg_at_tick_19,avg_at_tick_20
67_LOP,0.0,8,9,0.06606350788,0.0321462379,0.023605852269999995,0.01930357161,0.016802301096000002,0.014533002883000001,0.012089488180999999,0.009546396110999998,0.007084625931400003,0.005105573149999999,0.0036295682201999972,0.0025856987472000032,0.0018603309123000006,0.0013562671454899996,0.0010023095811900003,0.0007513566037800015,0.0005701252190699988,0.00043646715734000036,0.0003365177050799976
68_RUP,0.0,8,11,0.06606350788,0.03201463295,0.02204105072,0.01836223729,0.01616404972,0.014839890560000003,0.01466644103,0.013356554080000001,0.010825240340000002,0.008451622329999997,0.006449835554000003,0.004831628738999998,0.003585293926000002,0.002649029102000001,0.0019628215219999984,0.0014651036759999996,0.0011070432500000001,0.0008466407600000013,0.0006552013769999986
69_KUT,0.0,11,12,0.06606350788,0.03638299304,0.02900764992,0.027121962441,0.030969641972,0.036871454998899995,0.03952232260191,0.03767209494773199,0.028067789939620003,0.017072573706502,0.009744905160351997,0.005726291057623999,0.003472043938321001,0.002213848408447997,0.0015184437886389996,0.0011178558133609995,0.0008905010153240008,0.0007230793734349983,0.000618035164793998
70_PEK,0.0,13,15,0.06606350788,0.036741094960000005,0.024626849199999995,0.017734788058,0.015309959942999997,0.014897618312000004,0.0159830535505,0.017788870575700003,0.019894433777499998,0.021346543498780002,0.020243933980040003,0.01664549087729,0.011915101551789996,0.007882752864300001,0.005110321887400001,0.0033528475159499997,0.0022875365028299996,0.0017129116826699996,0.0013456080030800003
71_BUL,0.0,13,17,0.06606350788,0.027928463780000003,0.019579352619999997,0.01974566295,0.024868608110000003,0.03305027427,0.04263485042,0.050667654546999986,0.05374252225099999,0.052364482906,0.05112312953239999,0.0450622978731,0.03290218109272,0.020375026297899997,0.01160288009932,0.006564866750457,0.003848717642950998,0.002369117826575999,0.0015294966582380008
72_DIT,0.0,13,16,0.06606350788,0.027026551620000002,0.017390488120000002,0.019120543820000002,0.02583429246,0.034678162,0.043522792878000004,0.051210889786999995,0.058478021185,0.0642226766203,0.0622937874226,0.04682114532417,0.027278331639230005,0.013820331971385,0.006942213013469997,0.0036932229046450016,0.0021091800463670014,0.0012838587758409986,0.0008225669805279985
73_TUP,0.0,12,16,0.06606350788,0.028452977820000003,0.019513090129999997,0.019003891036,0.022723307025,0.029850175952,0.038553907292,0.045526504032999994,0.04810718677230001,0.044885115991799986,0.0375649061563,0.0282861435244,0.019131632647029998,0.012105961405539998,0.007621894877047,0.0049806086311680025,0.0033894691446300007,0.002370342931918996,0.001671021136567999
74_DUB,0.0,9,11,0.06606350788,0.03498961857,0.028983268189999998,0.031530300860000006,0.03378402022,0.032364820429999996,0.026781378431000005,0.018741196583,0.011813215174,0.007406444242899998,0.005000224346500003,0.0035674683198999957,0.0026270021492000024,0.001986193672799998,0.0015359110560000016,0.0012103586063000012,0.000967092108700002,0.0007800549998999959,0.0006365637879000016
75_PIN,0.0,11,14,0.06606350788,0.03356455183999999,0.02528045045,0.023799118900000003,0.026888713038,0.032325053702099996,0.036945078088900005,0.03650698798314,0.02997710812562,0.021379793802399003,0.015228612644722004,0.010804572073986994,0.007620063191476001,0.0053776676489270024,0.003813387016805999,0.0027461414123200016,0.002001757677772998,0.0014776583371059995,0.0011043143949700004
76_PIS,0.0,11,13,0.06606350788,0.02953782052,0.023303447219999995,0.02845471791,0.039041731788,0.052647098460000014,0.06263668051389999,0.06028108893311999,0.047956258819376006,0.031614497152352004,0.017649529365329996,0.009161292637780002,0.0048220140589199986,0.002684563172288,0.0015979326678370004,0.001014245386739999,0.000685552410694002,0.0004973039605749981,0.0003796581477840049
