word,dominance,category,diff_thresh0.5,rt_thresh0.5,st_thresh0.5,acc_thresh0.5,avg_out_diff_tick_1,avg_out_diff_tick_2,avg_out_diff_tick_3,avg_out_diff_tick_4,avg_out_diff_tick_5,avg_out_diff_tick_6,avg_out_diff_tick_7,avg_out_diff_tick_8,avg_out_diff_tick_9,avg_out_diff_tick_10,avg_out_diff_tick_11,avg_out_diff_tick_12,avg_out_diff_tick_13,avg_out_diff_tick_14,avg_out_diff_tick_15,avg_out_diff_tick_16,avg_out_diff_tick_17,avg_out_diff_tick_18,avg_out_diff_tick_19,avg_out_diff_tick_20,avg_out_tick_1,avg_out_tick_2,avg_out_tick_3,avg_out_tick_4,avg_out_tick_5,avg_out_tick_6,avg_out_tick_7,avg_out_tick_8,avg_out_tick_9,avg_out_tick_10,avg_out_tick_11,avg_out_tick_12,avg_out_tick_13,avg_out_tick_14,avg_out_tick_15,avg_out_tick_16,avg_out_tick_17,avg_out_tick_18,avg_out_tick_19,avg_out_tick_20
KOL,low,7,0.0,14,17,1,,0.07371827291,0.03628513678,0.030305149510000007,0.03523643356,0.039838039153,0.04218976118799999,0.0437947323475,0.04550325951780001,0.04710238672671,0.049133263228029994,0.05295333158095401,0.051798299823994996,0.041658159482241,0.02745157498549601,0.015816518455454003,0.00895967964333799,0.005607232068013004,0.004108095293652005,0.003554896159070996,0.3012340272,0.23505659229000003,0.21040485351000004,0.20415987202000005,0.21315937884,0.23389763614699993,0.262334597879,0.2959783953315,0.33336687981370006,0.3733568562869901,0.41489918825896005,0.456431874878006,0.49348381219401105,0.52114382605177,0.539030932666274,0.54881713615082,0.5535339280974819,0.555669567023469,0.556435800589817,0.556298931103946
LOK,high,7,0.0,14,17,1,,0.07371827291,0.03299503975,0.027565765229999997,0.03170864472,0.039871234116,0.049020685240299997,0.05738571227059999,0.06188769007996,0.06164470501736001,0.057090865076665,0.048610118752797,0.039066307643946,0.029703665854,0.020627392144050002,0.013117781224116996,0.008066474612156004,0.0052249920447569945,0.003767732182665,0.0029610607100450017,0.3012340272,0.23505659229000003,0.21425335134,0.21120636805,0.22339353308999998,0.24975035743400004,0.2886985075137001,0.33780931888309995,0.3925486578231401,0.44803586760578,0.49956576852911494,0.5417871961763181,0.5724985647323719,0.592578187678372,0.6039863559343221,0.609435957110205,0.611606539698049,0.6122402014532919,0.612176235670627,0.6117749313605819
MID,high,1,0.0,12,15,1,,0.07371827291,0.043114794958000004,0.031118579742,0.027497982449,0.024935259622,0.022669757898800002,0.021057863805199986,0.019482258555500002,0.017737571542599997,0.015889676748599996,0.0141031568178,0.0121991778711,0.010062716073899998,0.00794342953201,0.006075470063580001,0.004611983703959998,0.003554087646520001,0.0028356120687500026,0.002336559272849998,0.3012340272,0.23505659229000003,0.20929859333200007,0.20106719138999996,0.199308526401,0.199427241679,0.1993660665802,0.19849491077499998,0.1969451414195,0.19492138227689995,0.19248458972829996,0.18969929811050001,0.18679259623939998,0.18411718076550002,0.18194491523749,0.18033347358590998,0.17919074481875,0.17839459199702998,0.17784913468948,0.17748925562043003
TUD,high,5,0.0,14,16,1,,0.07371827291,0.044991861970000005,0.031919501569,0.0302062560205,0.0334411738685,0.037511509439690005,0.041921155492700014,0.047000789793432994,0.04980846189726501,0.04829193676836699,0.042719034635171,0.03455154318992,0.024592733162512002,0.015466456888122999,0.009227737208032999,0.005583078056898006,0.0035734255341289987,0.0024891791118580014,0.0018826363326540077,0.3012340272,0.23505659229000003,0.20363487632,0.194484566151,0.20285451173050004,0.22326116882199998,0.25174577356231,0.2867221780696099,0.32759396207617697,0.37209071017891204,0.415629866410545,0.454115817815374,0.48518893404545393,0.507281080862942,0.521016242594819,0.528914667586786,0.533344412929888,0.5358760347957591,0.5373915909719009,0.538360161687247
POS,low,6,0.0,13,16,1,,0.07371827291,0.035618341766000004,0.035530431182,0.03692412975360001,0.03570197432914,0.033202043765230005,0.029780506484263003,0.028146190168808996,0.027913210303615998,0.028056671168323003,0.027160318910055006,0.023982037886315,0.018872259550129004,0.013181391206514,0.008595153344618002,0.005681261633357997,0.003977964705842999,0.0029704589832430083,0.0023437526166359955,0.3012340272,0.23505659229000003,0.21558635252400002,0.21275330674200002,0.22026392418840002,0.23380616045926003,0.24909502969402997,0.26427899400976695,0.280519704180958,0.298702506897342,0.31818271214901894,0.337169388778964,0.35352804317264896,0.36576240124251996,0.37364016783600595,0.378309333631388,0.38119568533803,0.38319026863218697,0.38472835188894405,0.38601099737230804
KAL,high,4,0.0,14,16,1,,0.07371827291,0.044146214540000006,0.031011529757000004,0.023745433071,0.022070724267,0.025110980223299998,0.0308137344707,0.03585635399459999,0.039824428667470005,0.04139298752843001,0.038718477721297995,0.03211869221829801,0.023522939941109003,0.015571994778479994,0.009600846782801,0.0059021109149100005,0.003867428630700006,0.002748003676809994,0.0022383161480400036,0.3012340272,0.23505659229000003,0.20258395575000002,0.18424466599300005,0.17695474152200003,0.17930772005500004,0.19044758383170002,0.20959465116099998,0.2357524175664,0.26792474717893,0.3034683120705,0.3375989902092019,0.365813518170904,0.38577961802979494,0.39786638969131494,0.404318268915654,0.40758985180320395,0.4092459843823841,0.410047022354954,0.41033903581679404
BAP,low,2,0.0,12,14,1,,0.07371827291,0.046931353456,0.037509249333999996,0.030759772857,0.0251809212197,0.021145926132600003,0.018934645675899996,0.018113850163899995,0.01747458673022,0.0160697103075,0.013773084421220001,0.011092846781601001,0.008540337445959001,0.006319792518425999,0.004609705795860999,0.003410164069811,0.002579189152608999,0.0020359929309660026,0.0016663489577789998,0.3012340272,0.23505659229000003,0.20206640483399999,0.18270007530000001,0.171033218243,0.1648089220233,0.16260576929070003,0.1634328000148,0.16663064785489998,0.17149829739867997,0.17701507291718002,0.18217156441996,0.186437241254359,0.18970745179639997,0.19206920953797402,0.193703885862113,0.19482763883230203,0.195630162799693,0.19624658253872704,0.19676136439494799
PIL,high,3,0.0,13,15,1,,0.07371827291,0.042007358540000005,0.033096547703999994,0.030829645064999998,0.031357137534000004,0.031411761787999995,0.030706180326999996,0.028886688676,0.025963729233999998,0.0225250348598,0.0191674768138,0.015844099633,0.0125076722836,0.0094789925854,0.006935805902579999,0.0050304579363000005,0.003706055958400002,0.0028111298242599995,0.0022117469564799986,0.3012340272,0.23505659229000003,0.20917719175000002,0.201364642246,0.20353458404100003,0.213019666827,0.22727265094299995,0.243742845278,0.260201028222,0.27509197278799996,0.2879494438082,0.2989527581143999,0.3081674907814,0.3154883913178,0.32092288501239996,0.32475074876982,0.32741318249351997,0.32931859545512004,0.33075629945086,0.33190575117438004
LUS,high,4,0.0,13,16,1,,0.07371827291,0.035826288654,0.027364409164000004,0.0296666585028,0.034313664035799996,0.0391116768542,0.042097116653879996,0.040841699891320006,0.037377256789189996,0.03228497986797,0.027482961585784,0.022891505953114004,0.018057143278722,0.013160836811789998,0.008872300398349,0.005843268065563999,0.003960980915799002,0.002860508779610997,0.002268256553343001,0.3012340272,0.23505659229000003,0.21304299623599998,0.21234473087199998,0.22305324076919997,0.2437521773334,0.2729298586792,0.30686719442532,0.3398544121340001,0.36756354394481,0.38979271147684,0.40826609549105597,0.4238773409379421,0.4363904998592199,0.4453807954474299,0.451149715802681,0.45462105387271706,0.45669096995231806,0.45794244759210706,0.4586951743893639
SIS,low,1,0.0,12,16,1,,0.07371827291,0.04201939125999999,0.031652640232,0.029636680037000006,0.0304792430836,0.029320738294999992,0.025685174662520002,0.021517861811680007,0.018924394364204997,0.018005052894702,0.017033957778716,0.015419913210436,0.012959677515401002,0.010135344601918,0.007591985655125998,0.005634687492800002,0.004275363132161,0.003367385244480998,0.0027744498329430028,0.3012340272,0.23505659229000003,0.20191901303,0.185907159998,0.18296999980099998,0.18748633133739998,0.19383760744239997,0.19839494975988003,0.2001138812082,0.199586030519995,0.19762410513929304,0.19479455082057698,0.191543404224141,0.18824446374874007,0.18518328708891796,0.182575316427704,0.180535678692384,0.179066143855945,0.17810038066308598,0.17755389710912906
BAS,high,6,0.0,14,17,1,,0.07371827291,0.041334635426,0.033964231914200005,0.0400268668024,0.047077538431880006,0.050747442853298005,0.049687828491211006,0.046219559640979,0.042298004833877,0.038548570843216994,0.034109082655615,0.029008760205587,0.023152929270504,0.016750816675840007,0.01104564749774,0.00709279536544,0.0047469586980599995,0.0034525288796179985,0.0027884146409319984,0.3012340272,0.23505659229000003,0.21502190426399997,0.22457996660979998,0.2520446037274,0.29060805609552004,0.33510221164222204,0.3800239857510109,0.42165723051003207,0.4585008606961549,0.4893457945129379,0.513350133057323,0.530557803351736,0.5416019648012319,0.547645430205392,0.550373655107652,0.551293445742212,0.5512716064441521,0.5507058465645339,0.549781632323602
LIS,low,1,0.0,11,15,1,,0.07371827291,0.039162559804000005,0.030548789865,0.028544408843299996,0.026437364199500005,0.023935605091900004,0.021494667817520005,0.020254376063610004,0.019187269989423,0.017819489679162002,0.016017688234164006,0.013848989420011996,0.011387478892094,0.008902698320340997,0.006724626814797002,0.005012412354524998,0.00376889120216,0.002882872372230002,0.00225409212805,0.3012340272,0.23505659229000003,0.20935180248600002,0.20347048502099999,0.20431253817769998,0.2057524417782,0.20463855588630003,0.20079100426878,0.19505367020517,0.18797475221574703,0.180058822736585,0.171883502302421,0.164053000482409,0.157125648762315,0.151463186949974,0.147124226371177,0.143928002817172,0.141604901385312,0.139905010773182,0.138636457513792
KUS,high,6,0.0,14,17,1,,0.07371827291,0.037845452551999996,0.031693201793,0.03364431167189999,0.03635960284,0.0375056506791,0.03910063204229999,0.042346603935940016,0.045642546322656,0.04701373278780499,0.04590527220479701,0.04150031372191999,0.033011067308476,0.022537103370773002,0.013976627010979,0.008413408124336004,0.005307639268353996,0.0036244616863840068,0.0027939851508070024,0.3012340272,0.23505659229000003,0.215119175738,0.222643208625,0.24252001935309997,0.2679782311131,0.295971640014,0.3267374539517,0.36085452293576004,0.397074820953104,0.432778724965299,0.46560900576050207,0.493419823838582,0.513788641930106,0.525904863159333,0.5318674827483539,0.534397468024018,0.535136461355664,0.53483854238928,0.533842130998473
LUB,low,4,0.0,13,17,1,,0.07371827291,0.037713596870000005,0.028209626811,0.025358589004,0.025600424250999995,0.027546958650000005,0.030212881673,0.032415487862,0.033037216644,0.031701887916,0.028778489849299992,0.025021410412800003,0.020542137180199992,0.015343638882700001,0.010597519686820005,0.007336428271769994,0.005506926759900002,0.004612488238449996,0.004275256684580002,0.3012340272,0.23505659229000003,0.20829435022,0.19529066440899995,0.19045798040499995,0.19241752461399994,0.20072467570399996,0.21507577568300001,0.23460879098100001,0.257331479857,0.280544815541,0.3021521227317,0.3212543871189,0.3371615593786999,0.34904709607599993,0.35703067015518,0.36232114985140995,0.36620522529951005,0.36950769301506,0.37265886922048
LEP,low,6,0.0,13,16,1,,0.07371827291,0.027608337530000006,0.0337311579,0.041732852206,0.04680016249400001,0.048178990403999984,0.047277585015000005,0.04473181619299999,0.04026535750540001,0.034627183256299994,0.0286659117272,0.022683539818500006,0.0171038892524,0.012255202797099997,0.008429612410900001,0.005763651499690001,0.00403351607382,0.0029528943549799974,0.002257907612350002,0.3012340272,0.23505659229000003,0.22185187236000004,0.23343730765999995,0.25848247133400004,0.29162391132,0.32873599997599995,0.36670724028100005,0.40263369848799996,0.4340373441825999,0.4594491226863,0.4786058779591,0.49212541942059995,0.5009839887681999,0.5062879222711,0.5092305350602,0.5108227079605099,0.5117148140866901,0.51225099820811,0.5125946324049601
SAB,low,4,0.0,11,15,1,,0.07371827291,0.03102149956,0.03516709336999999,0.040875477396999996,0.04289032357400001,0.040071322809499994,0.0341432017958,0.027373013996190007,0.02175201938999,0.018203206634119996,0.015820307764961003,0.013658610946873994,0.011242189724223002,0.008704736527157997,0.006538307426294002,0.004846234102552997,0.003680553560549003,0.0029105787842670008,0.0024046630542669998,0.3012340272,0.23505659229000003,0.21958390973,0.22964169181999997,0.252326780463,0.28027943724900006,0.30648888403950003,0.32640234564369996,0.33843599644751005,0.34289427085752,0.3414503522233999,0.336177101658439,0.32901451511156504,0.32164482278734197,0.315200050260184,0.31007806363389007,0.30615142704533693,0.30311258556678794,0.300678373122121,0.298644935641454
NAT,low,7,0.0,14,18,1,,0.07371827291,0.03904199236,0.030570513050000005,0.03055464921,0.03265540792,0.034685468474,0.037915077155999996,0.041962135221,0.045278322745500005,0.04777847479490001,0.0488541850932,0.046744194764099994,0.04054611385269,0.03001765656391,0.018449837629720002,0.01045542208873,0.006310576760743001,0.004269171817322999,0.0032230271082230037,0.3012340272,0.23505659229000003,0.21256052193,0.20700263724000004,0.21251334888999995,0.22636700163,0.24652500835600002,0.2726119312,0.304074664379,0.3387294506335,0.3739648205786,0.4074625925454,0.4371814349612999,0.46136502750860997,0.47847836480469996,0.48842190865498014,0.49361679260625,0.49653141016550706,0.498442078788184,0.49988641411996104
TOP,high,3,0.0,14,16,1,,0.07371827291,0.040845751759999986,0.030471357253,0.026662532831199997,0.0258689374133,0.026795536671,0.029128571322100002,0.0317334135802,0.0314972069901,0.028110727024999997,0.023841685482,0.019454318558100005,0.014967315558889997,0.010871182172310001,0.007613932009649996,0.005398835488590004,0.004055090084349998,0.0032652952079099988,0.0028018042428899995,0.3012340272,0.23505659229000003,0.20557394653,0.19114955027699998,0.18633981864580001,0.1890811572325,0.1986945445615,0.2150485695856,0.236396727118,0.2585382188199,0.27805530409109996,0.2942652154651,0.307218521775,0.31682820637011,0.3233644106718,0.32756583060215,0.3303388500675601,0.33238532252881003,0.3341044526703,0.3356876213321299
DAS,low,6,0.0,13,17,1,,0.07371827291,0.0372903034,0.026280911757,0.029703558963,0.033685369161999996,0.036541516031,0.038862514945599995,0.03802007810592,0.035550014176209996,0.03350210068132999,0.031865728901619005,0.029633046964671998,0.025550598520670004,0.019370182934037992,0.013040361130788996,0.008423505018344003,0.005727050188654997,0.004432501515533,0.003855430154744004,0.3012340272,0.23505659229000003,0.20836241409,0.20540216099299996,0.21576376323,0.23347345614800002,0.254405499937,0.27513410590739995,0.29391652774147997,0.31146186094527,0.32841932284394004,0.34407091954232105,0.357254200977649,0.36681749245697903,0.37221550552294097,0.374304320232152,0.3745939173438081,0.37410775489915293,0.37328602524762,0.37227454820887595
MAT,high,3,0.0,13,16,1,,0.07371827291,0.046317665549000006,0.036767099771999996,0.031009042718000007,0.02989442443700001,0.030976428261000003,0.0312313072,0.0297489416205,0.0268645028398,0.024017257258629993,0.02132561065331,0.018943971649730003,0.01584395291951,0.011902053342670001,0.008163028470669999,0.005472969181399998,0.0037308893781730005,0.0026654089847980007,0.0020081992641030016,0.3012340272,0.23505659229000003,0.21067801154100002,0.20866074396899997,0.21886879625100003,0.236307602856,0.258093319933,0.281576782457,0.3044473639725,0.3243494517046999,0.33928832232607,0.34860742507275994,0.35311546502303004,0.35416658850351995,0.3531381449608501,0.35142519009018003,0.34987224850877996,0.3486815503306071,0.34778874680580907,0.34709254418170604
SIT,high,7,0.0,14,18,1,,0.07371827291,0.04643800646000001,0.03624597105000001,0.0336653892,0.036061927630000004,0.04073633662900001,0.043891697506000006,0.04619696409019999,0.0520589877107,0.06132526187890001,0.07093747742929998,0.07453872113874001,0.06614334145729898,0.04513433107568501,0.024086794176982004,0.011777506846186002,0.006417188889673008,0.004288297724999995,0.0035039880380080056,0.3012340272,0.23505659229000003,0.20390422583000004,0.19191908906,0.19599717054,0.21404179411000002,0.24310717200100002,0.279200570335,0.32083105664479994,0.37015279253409994,0.42847574353519996,0.49370142986590004,0.56076221923916,0.619529256767861,0.6594230709541758,0.6803059982351941,0.6900878550150081,0.6950084602677349,0.6979035611249348,0.699872073187327
SOP,high,5,0.0,13,15,1,,0.07371827291,0.034296779781,0.027232510835999996,0.038704156347,0.049209292168200004,0.05336811352948,0.05060551008378999,0.045020303788116,0.039195830950051996,0.0333028814611,0.026708120398379998,0.020131590396572994,0.014374852614604002,0.009899003227505998,0.006715855596884998,0.004564770747451005,0.0031327090732209983,0.0021880552279980006,0.0015759877901419955,0.3012340272,0.23505659229000003,0.211334156509,0.213351201473,0.23532726564599998,0.27242273127780003,0.31763605884832,0.36249880584453004,0.40236275459641396,0.43663062964636196,0.464516315585262,0.4849794553868819,0.498250650990309,0.5060562915757051,0.5103966190621989,0.512754469027314,0.514032873747863,0.514721477470642,0.515073454086644,0.515221919272102
PET,high,5,0.0,13,15,1,,0.07371827291,0.03949187212900001,0.036281204613,0.041039589401,0.048042939252,0.051383135217000005,0.048119271954,0.041657283412800006,0.033717801687400004,0.025676538998799993,0.01903649366515,0.013994641002990001,0.01013397981582,0.007180147325249001,0.005036395292610997,0.003604825254947999,0.0027041245464060008,0.0021396754471459966,0.0018002245305149972,0.3012340272,0.23505659229000003,0.213554755161,0.21924947634800007,0.24319168494699994,0.28025682498300003,0.32309712071200003,0.36429698694400003,0.39986910263719994,0.42724858852980013,0.44585560627100007,0.45781797280584996,0.46556131548285995,0.47045990772704,0.47331884394179097,0.47483282866918,0.47555662501423207,0.47583791047782603,0.4758642801606799,0.47573193420016496
PAS,low,4,0.0,13,16,1,,0.07371827291,0.039528173779999995,0.030447563058000005,0.0291793347106,0.030170308014100002,0.032172465364849995,0.034111271214799996,0.033692555428805,0.03087685459287,0.027929375639909,0.025324783906568005,0.022192233696257002,0.017749916691876998,0.012797749680699,0.008746294357589,0.006115539231231003,0.004627547392474998,0.0038072982554900013,0.003334819054748996,0.3012340272,0.23505659229000003,0.20918695611000002,0.200285593652,0.20158651230139998,0.2106400593673,0.22503634980245,0.24284871358764998,0.26221505345884494,0.28093353976597496,0.29851931526606595,0.315311504421498,0.330677876089241,0.34306819548536405,0.351700366716665,0.3572288723190759,0.3608502321878449,0.36349586237537,0.36569020515988,0.367687622885131
POL,high,4,0.0,13,15,1,,0.07371827291,0.03832656177,0.033848318657,0.035427428897000006,0.039051807445,0.0414748567787,0.038723352131600004,0.03382397950197,0.029367289530349998,0.025540917371277994,0.021529044714376,0.016827586712093997,0.012094011736390003,0.0081810124878,0.005477361094736995,0.0037531545674500018,0.002683455992640996,0.002026124479855001,0.0016631887021180008,0.3012340272,0.23505659229000003,0.21271974851999997,0.20893346866299997,0.219331293832,0.24131871473299998,0.2700704701943,0.2990244951027,0.32462202910072996,0.34670259285898,0.36583150920410196,0.381850924600126,0.39422258104003205,0.402822426943642,0.4082477767378419,0.411440248061105,0.413227877285655,0.4141726372970141,0.4146153892891591,0.41475549379704096
BUS,high,2,0.0,10,14,1,,0.07371827291,0.045079037072000006,0.0367757586277,0.03244970550709,0.028660540221319995,0.02601865445949301,0.024002521766987,0.022577019981875997,0.020954813920517998,0.018452546444130004,0.015428860636074999,0.012299508039183003,0.009356722291220997,0.0068582593387230065,0.004944257306057994,0.0035716536703810065,0.0026263680756419966,0.002003804264381003,0.0015977806593639996,0.3012340272,0.23505659229000003,0.215416471218,0.22710575839029995,0.24558732574320996,0.26224042918189,0.274542217462397,0.2818928874954101,0.284917517333534,0.284855502153016,0.28305285642888606,0.280602020272811,0.278120397099828,0.27584800031801704,0.273882440157978,0.27227335227354393,0.27102235627564697,0.270091134257239,0.26942357834993,0.26896319321126
PUN,low,1,0.0,12,13,1,,0.07371827291,0.05135032521999999,0.042923471672,0.036903811799,0.031263342819,0.026354484529700004,0.022200576316899995,0.0190339089342,0.016285958299149996,0.01376987521352,0.011464498796570004,0.009302076134492998,0.007254140762807998,0.005457536901627,0.004013477534828,0.0029443539606879995,0.0021976648006690035,0.0016754100542679994,0.0013073364106819996,0.3012340272,0.23505659229000003,0.20052186106999997,0.18345963699799994,0.175105751999,0.17204582738,0.1726091376503,0.17548182254940006,0.17959775245919996,0.18426176003005001,0.18911105041712997,0.19386563800036,0.198179326704867,0.20173574446825904,0.20440386226803203,0.206263598037404,0.207503523879316,0.20831420413864707,0.20884198856037894,0.20918647413369698
SOK,high,1,0.0,12,13,1,,0.07371827291,0.03991147442,0.034281234341,0.031420762719,0.028635574956,0.025783164749,0.0228540113128,0.0195651334565,0.016392017747000002,0.013491309417249998,0.011076486779430001,0.00897192423634,0.007090409691769999,0.00542958266068,0.0040519397783819995,0.0029985341993660013,0.0022564824382449973,0.0017295829878780046,0.0013564703013879975,0.3012340272,0.23505659229000003,0.20393504387,0.183420469529,0.17012906480999998,0.16279660505399995,0.15976311963500003,0.15908127868820002,0.1591460555817,0.1591609723467,0.15899179872145,0.15874418573602,0.15849466099168003,0.15823496335591,0.15793249530323,0.157595395612848,0.157269203769482,0.156997219799237,0.156800385077359,0.156680422063971
LOT,low,7,0.0,13,17,1,,0.07371827291,0.033143316660000005,0.028622497036,0.035782448008,0.04466805984700001,0.05272685749599999,0.057076383297,0.0576363938159,0.053730303305,0.04715856593889999,0.03968013098119999,0.030970561343500003,0.02264684986616001,0.015483720739150003,0.010175173165809993,0.006639316707280002,0.004578396908099997,0.003506816142930009,0.002987828223839994,0.3012340272,0.23505659229000003,0.21820005362999997,0.221375916714,0.23953218472599996,0.27148698343300004,0.31463723079100003,0.36416252855400005,0.4148280596981,0.46222462933310005,0.5024226405942,0.532759111313,0.5519300889495,0.5614094284833401,0.5649802185441899,0.56604336537838,0.5662631976711,0.5661646693108,0.5658879273702699,0.56547336322803
MON,low,0,0.0,10,13,1,,0.07371827291,0.045862443307,0.034625660115000005,0.027184359281,0.021890219080499998,0.018460011265999998,0.01624388377562,0.01443531859367,0.013246035547520001,0.012215148066475001,0.011018501994107997,0.009589162173226001,0.007992204158139,0.006385673582589999,0.004977756850380001,0.003870021551829999,0.0030191697267200014,0.002388061981399998,0.0019293586138899993,0.3012340272,0.23505659229000003,0.203042318983,0.182649862868,0.16758503838699998,0.1552655943065,0.14477114424049994,0.13552878586488,0.12701658487121,0.11890132832368999,0.111100793257215,0.10374774206310698,0.097097138689881,0.09138592593574199,0.08672546311515199,0.083083976908772,0.080333159444942,0.07830883025822201,0.07685417191682199,0.075838547082932
LER,low,7,0.0,14,17,1,,0.07371827291,0.033915022339999996,0.033055387593,0.041991272161,0.050618087113000004,0.055859814188000005,0.057069079316,0.055378313928,0.050542033712,0.04483566510499999,0.0399102185121,0.0346968752104,0.027363396603349997,0.018897566666330003,0.011791949706589998,0.007219781712850003,0.004665693847452998,0.003252781472097006,0.002449116050012997,0.3012340272,0.23505659229000003,0.21480718114999994,0.21746581185699995,0.23771617233600004,0.272258451943,0.315325085615,0.36102009589899997,0.40471847877099987,0.443384311459,0.47706435203599995,0.5074152811159,0.5345949923115001,0.5562716932701499,0.57087629462982,0.5794855999312299,0.5843023710143801,0.587085768330927,0.58883315771483,0.590042054410817
TOT,high,2,0.0,13,15,1,,0.07371827291,0.04713035400599999,0.040300164576000004,0.03576982601,0.030324627723,0.026930261927,0.024605060659999994,0.022335143089200003,0.020534598590999997,0.019326321840800003,0.0178474450072,0.015621520535599998,0.012621567975400004,0.009423919817600001,0.0067046283188,0.0047916009160000024,0.003546284158499998,0.0027709818512000007,0.002287515977239998,0.3012340272,0.23505659229000003,0.205632310284,0.189076570708,0.182229549298,0.18287127677499998,0.18864162092199993,0.197377255822,0.20697399067880004,0.2163389239578,0.22541026247499998,0.23417288193540003,0.24212834789040003,0.24860252602539998,0.2532972231106,0.2564720512604,0.2586530196004,0.2602969311679,0.26168776532070004,0.26297452099546
KEL,high,0,0.0,12,11,1,,0.07371827291,0.04983225587999999,0.043118124924999994,0.036722210732,0.030279641652000006,0.024050740224,0.018768218080000003,0.014337839582,0.0110037287599,0.0086143907096,0.006926763116600002,0.005603328571999998,0.00447541894356,0.0034942074634000007,0.0026553575669300013,0.0019930301147299974,0.0015175066367800003,0.001192443057130001,0.0009557119473499986,0.3012340272,0.23505659229000003,0.19749788840999996,0.17018764968499997,0.149875195693,0.13525107454100002,0.12519543531699998,0.118402598037,0.11374227685499999,0.11051428449510001,0.10832066818549999,0.10689316046890002,0.10599631779690002,0.10540393569334,0.10493724242994004,0.10450751810301,0.10410278462828,0.10373989899149999,0.10343248355437001,0.10318350004702001
RER,low,1,0.0,9,12,1,,0.07371827291,0.0450728964,0.037098515291,0.032145525307999995,0.026468432969999997,0.021139431997999995,0.016803189161,0.014208720888500004,0.012632852426099999,0.011253798236899999,0.009724384801699999,0.008137284717630004,0.006624199367459996,0.005304173044660001,0.004298782573930001,0.0035440064835699976,0.003018920375480001,0.002666716157819998,0.00243408889249,0.3012340272,0.23505659229000003,0.20267623788999997,0.18557067219900003,0.177172840691,0.17349480980100002,0.171777194803,0.170233405042,0.1680591834035,0.16518602037139998,0.16192940217049998,0.1587020124528,0.15583104934717,0.15349365941571,0.15173759373905,0.15053140086512,0.14980871884155,0.14949595823207,0.14952520220425003,0.14983804332695996
KAK,high,0,0.0,11,14,1,,0.07371827291,0.043693806129999985,0.03424794377000001,0.028925216509999997,0.024577437940000002,0.020746720377000004,0.01772379439,0.015558876028000001,0.0143785732629,0.013487253029199998,0.012673770399529998,0.01148328090558,0.009787522498339996,0.007913707803960003,0.006193618775463997,0.0049009776982910005,0.003995887241262001,0.0033807431123620006,0.0029873658032729972,0.3012340272,0.23505659229000003,0.20193146216,0.17961061399000003,0.16458827474000004,0.15568930726,0.151585698423,0.150231097273,0.14982836174499997,0.14942893164209997,0.1487587805929,0.14774696331337,0.14635441218779,0.14467411004945,0.14296148289149,0.141491799454026,0.140428439119735,0.139811707978473,0.13960978566411097,0.13976472834683804
DAN,high,6,0.0,13,17,1,,0.07371827291,0.03834772199,0.02711573371000001,0.028084815216,0.037055316387299995,0.04812433013175999,0.05592478350801399,0.05805970617567399,0.0552768311116,0.05005250153679999,0.04380585144665,0.036404996404669994,0.027300479054247,0.018324920996410008,0.011575721964483998,0.0072399514443889975,0.004756625501783,0.003346647855467998,0.0025454985922839994,0.3012340272,0.23505659229000003,0.2068360543,0.19736230436999996,0.20447232157400003,0.22835038476670008,0.26795545937494003,0.318791611226926,0.373644652791252,0.4261383402796519,0.47290189774285196,0.5126858698962019,0.5443124506915321,0.5666436122372851,0.580417613840875,0.5880844924763909,0.592139846432002,0.594237600330219,0.595266247074751,0.595670946282467
MOB,low,6,0.0,14,17,1,,0.07371827291,0.045593802993000004,0.035148910002,0.030032256916999997,0.030280984097000002,0.034356765814,0.037411480316,0.038044633605,0.0369737197302,0.035623232729999996,0.03427205211198,0.03179598347174,0.026942274491590004,0.019686339884540004,0.012418015261027995,0.007501130539133002,0.004818247693352001,0.0033468771532780012,0.0025209431929690018,0.3012340272,0.23505659229000003,0.212362899097,0.207103641295,0.212509747378,0.22725415838500002,0.24969568516499996,0.27712493720900006,0.30692093574999996,0.33728240743980004,0.3671178912498,0.39552188458182,0.42115749005808006,0.44207539383048994,0.45661655521594996,0.46505583868092193,0.46958424494578904,0.4721178256324369,0.473630814579159,0.47456601012619004
KAN,low,0,0.0,12,13,1,,0.07371827291,0.04104823722,0.032214181036999995,0.028625481957999997,0.025916398848,0.022522712317,0.019294292760000005,0.016435068692,0.014010921143599999,0.011964042324899999,0.01009625544,0.008395295675779998,0.006827708255770001,0.005352291188379999,0.004099885338900002,0.003163153222489999,0.00254526813389,0.0021347673999549985,0.0018524788593240022,0.3012340272,0.23505659229000003,0.20310311107000006,0.18042443323299995,0.16141178947499998,0.145523894027,0.13306335191000002,0.12389452874999998,0.11759588165799999,0.1136254490644,0.11136062957350001,0.11021191962749997,0.10970139082572,0.10946900304994997,0.10927931444957001,0.10904088479867001,0.10877669492418,0.10854881286628998,0.108404578212335,0.108364266055011
