word,dominance,category,diff_thresh0.5,rt_thresh0.5,st_thresh0.5,acc_thresh0.5,avg_out_diff_tick_1,avg_out_diff_tick_2,avg_out_diff_tick_3,avg_out_diff_tick_4,avg_out_diff_tick_5,avg_out_diff_tick_6,avg_out_diff_tick_7,avg_out_diff_tick_8,avg_out_diff_tick_9,avg_out_diff_tick_10,avg_out_diff_tick_11,avg_out_diff_tick_12,avg_out_diff_tick_13,avg_out_diff_tick_14,avg_out_diff_tick_15,avg_out_diff_tick_16,avg_out_diff_tick_17,avg_out_diff_tick_18,avg_out_diff_tick_19,avg_out_diff_tick_20,avg_out_tick_1,avg_out_tick_2,avg_out_tick_3,avg_out_tick_4,avg_out_tick_5,avg_out_tick_6,avg_out_tick_7,avg_out_tick_8,avg_out_tick_9,avg_out_tick_10,avg_out_tick_11,avg_out_tick_12,avg_out_tick_13,avg_out_tick_14,avg_out_tick_15,avg_out_tick_16,avg_out_tick_17,avg_out_tick_18,avg_out_tick_19,avg_out_tick_20
DER,high,0,0.0,12,14,1,,0.07371827291,0.041817399926,0.031394052939,0.027933215761999995,0.026155561467999994,0.024831402194100002,0.023675663654899995,0.0220046054144,0.0197945026721,0.0170632849951,0.01419419534415,0.011470791124430002,0.00897014206116,0.006706002726382,0.0048241122033060016,0.0034123200530460003,0.0024398087466169995,0.0017812429275530033,0.001344002362863997,0.3012340272,0.23505659229000003,0.20606024276400003,0.191818841225,0.183524883063,0.17698820359499998,0.17010248660090002,0.161973094746,0.15301803373159997,0.14439840025950004,0.1369548758644,0.13094256012025002,0.12629096799582,0.12272850153465999,0.119941525608278,0.11772936060497202,0.115989829751926,0.11464428860530901,0.113613553077756,0.11282488271489202
TOL,high,1,0.0,12,14,1,,0.07371827291,0.046077586849000006,0.036680524512999996,0.03028883327899999,0.0258833671464,0.022748383598500007,0.020985885915999994,0.019723320704700002,0.0179069157638,0.015627483637090003,0.01317543327411,0.010763100655990001,0.00853092274711,0.0065761543880899975,0.004989005000644999,0.003793600232525002,0.002934414782839999,0.0023325059010389994,0.0019134564003050027,0.3012340272,0.23505659229000003,0.204557855441,0.191326569728,0.186969015849,0.1858881940426,0.18584135888409997,0.18605607140810002,0.18623897890340005,0.18632348872159996,0.18639315351451,0.1865576527876,0.18685017000901002,0.1872206275439,0.18760368805980998,0.18797738801716501,0.18835793950064,0.18876864013758002,0.189223919833041,0.189728629257556
KOB,high,5,0.0,14,16,1,,0.07371827291,0.03197519255,0.025560453545,0.028846068578000005,0.036424348627,0.045058094336000006,0.051069202029000005,0.051254735079000004,0.04616546978579999,0.03946994770860001,0.03086641682608,0.022892767010920002,0.016749289590419995,0.01202062389934,0.008290692543397003,0.005669016835551998,0.004017424782683003,0.002973026064689997,0.002310899193239001,0.3012340272,0.23505659229000003,0.22277319114000002,0.229363179595,0.24688213075299995,0.27387758566000003,0.30933155214400004,0.3495629989550001,0.38888705881600005,0.42246058691020005,0.4471583816816,0.46207082415552003,0.4691782817446001,0.47156643895418,0.47154722805484,0.47046504651144294,0.46909941847589104,0.4678288274932079,0.466760781448518,0.4658878653352789
NIT,high,2,0.0,13,15,1,,0.07371827291,0.04115343051,0.03681121784,0.03502746263,0.031532547200000004,0.028819810434000007,0.027303816629999998,0.0256009896658,0.02362067194359999,0.020698855473800012,0.017396809148010003,0.013985941493459999,0.010775546657759996,0.007987718830819996,0.005865418030680002,0.0043361995064600005,0.0033173278652879994,0.0026680939073360018,0.0022438101574899986,0.3012340272,0.23505659229000003,0.21735430198,0.21994196078000006,0.23122006905,0.24424035065000002,0.25755311763600003,0.270760863886,0.2828371812402,0.2929791740966,0.3008992873628,0.30674318825478997,0.31085877676133,0.31363052330357,0.31540535007275006,0.31650723284207,0.31722262367721,0.31775574665712203,0.31822583824538603,0.318694869122496
MUM,low,2,0.0,11,14,1,,0.07371827291,0.05133437094900001,0.042835890552,0.03625982269899999,0.0307714232009,0.026051479361200003,0.022218936335849995,0.019448276815160006,0.01739764785709,0.015400135887749,0.013240399799858001,0.010935748342809,0.008642542202351,0.0066336689134670005,0.005001613095705998,0.0037531387360460046,0.0028404093338099956,0.002185834690130001,0.0017169874834699977,0.3012340272,0.23505659229000003,0.20975879334099998,0.202084299389,0.20265397969,0.20624069288909996,0.20966128192789996,0.21230438059205,0.21466141377689,0.2170636805198,0.21954988785205098,0.22195809087219295,0.22404270832938405,0.22562048012703298,0.226655729213566,0.22724048571785999,0.22751565458181397,0.22760689624800395,0.227601778337874,0.22755337595440397
MUL,low,2,0.0,10,13,1,,0.07371827291,0.05060204721800001,0.039233930336000006,0.032409265666,0.0269673475141,0.0227988590824,0.0198157911974,0.017374225332699996,0.015019033112020002,0.01272041269272,0.010590650792750005,0.008647938596909998,0.0069026289928499985,0.005371088084910003,0.004100536620355,0.0031025256264820005,0.0023990072542069973,0.001903013673682002,0.0015500896179349976,0.3012340272,0.23505659229000003,0.20596905507200006,0.192798724336,0.18799435487000005,0.18814452075590002,0.1910025883735,0.19538355247609995,0.2004174735284,0.20511798317238003,0.20889412926965994,0.21176895913690996,0.21397682710000002,0.21567930474715005,0.21696793876223996,0.217928523781885,0.21865635697540298,0.21923838492599604,0.219738918987514,0.220198532762179
MAM,low,4,0.0,13,15,1,,0.07371827291,0.043238788744,0.037500782988,0.037161584042000005,0.0383882889258,0.036988346504400006,0.0333486638453,0.028449419456699997,0.024475899993950005,0.021185487369139992,0.01852288070673,0.015759359854279998,0.012682502367960001,0.009512334448913999,0.006770335877855002,0.004749340209545997,0.0033771852802339953,0.002479149013555003,0.001881149369101006,0.3012340272,0.23505659229000003,0.213914285746,0.21688685595799995,0.234238212116,0.25937904181620003,0.2854906629038,0.3069613239265,0.3220470617338,0.3317108484438499,0.3375268278667099,0.3408854408819801,0.34276898925969995,0.34370283197973994,0.34396191028482603,0.343826740248971,0.34356353711942494,0.343332949019191,0.3431968207696361,0.343164062780535
MIL,low,3,0.0,12,16,1,,0.07371827291,0.04751692503399999,0.036858521219,0.031949486399,0.029984314884999995,0.029699506009000003,0.030083808167,0.029455022926299996,0.02750781879370001,0.0252045397201,0.022532638672430005,0.019152637148059995,0.01516825049718,0.011262928375150003,0.00791854061037,0.005495220643310003,0.0038883390580399958,0.0028246117694100043,0.0021120405039099957,0.3012340272,0.23505659229000003,0.21040159805599995,0.20448560223700002,0.20841655721799995,0.21907984687899998,0.23415540406199997,0.25090701044700003,0.2664655337487,0.279146260639,0.28880245804090005,0.2957616875884701,0.30040613788041,0.30319286772323006,0.30461543920808,0.30516370253771,0.3052503191444,0.30514998092636003,0.30500819892294995,0.30488690159024
RAN,low,7,0.0,14,17,1,,0.07371827291,0.039794234119999994,0.0280827603,0.030036454730000002,0.03536819208400001,0.04132414352700001,0.04662391931419999,0.05170596545410001,0.055631314102299996,0.05704968619054,0.053443383951429994,0.04420670339161999,0.03290537094366,0.02243762601652,0.013798273858409997,0.008024258881329998,0.005096778514420003,0.0038344425714300014,0.0033580214888100004,0.3012340272,0.23505659229000003,0.20611013257,0.19832428091,0.20579281706,0.225025200936,0.253069810269,0.28797236295480005,0.3282638719007,0.3713811809984,0.41402602320786,0.45158916215642997,0.48058517952480995,0.5006799658971501,0.5131217261740699,0.5194762080378801,0.52193153115301,0.5224499265278301,0.5220827565528599,0.52127548261327
DEN,low,3,0.0,13,16,1,,0.07371827291,0.037966639924000005,0.033273125477999994,0.032669334811999996,0.031302079293,0.028572061045799995,0.025404171454,0.023736676957920002,0.0235046310311,0.023376164660380002,0.022610982081881996,0.020489864429068,0.01710836700173,0.013063438018230004,0.009233234649037003,0.006268253237481,0.004287207679806995,0.003014324279026005,0.002199830336944998,0.3012340272,0.23505659229000003,0.211458011966,0.20607224888799996,0.21135978887599996,0.22258409998300002,0.23568560053720003,0.24845685508319998,0.26018568212528,0.27073221109418005,0.27995931843379995,0.28748657035191805,0.29304858792285005,0.29679768732112005,0.29907948010289,0.30027985359385295,0.30083984247637197,0.30111366951656504,0.30128972601753895,0.301444271845394
LAB,high,7,0.0,14,17,1,,0.07371827291,0.03005765963,0.02744459166,0.04102330624999999,0.054094141591000004,0.061154799000999994,0.060935406963999995,0.058411938969799994,0.054963684524609986,0.050817499261690005,0.044714141709083985,0.037637838224082995,0.030564948344811004,0.022374872534041003,0.013837313197093002,0.007750540080374003,0.004558848511711996,0.003051108046602003,0.0023334923465999956,0.3012340272,0.23505659229000003,0.21850283466,0.22696551414000002,0.2553355017900001,0.29978829343900004,0.35324620843800003,0.40876518767399994,0.46277133530419995,0.5131276625795899,0.5566767816378999,0.590612966108816,0.6156349939247331,0.633702394459922,0.6456899499258809,0.652325673128788,0.6555326218484139,0.6571612253367021,0.6581403638901,0.6588408443764999
DUK,low,7,0.0,14,17,1,,0.07371827291,0.04147036062,0.033228424910000005,0.03079526718,0.02889976613,0.028621835994,0.031148204609,0.03789728453499999,0.045978478320300005,0.0540100313299,0.05747188316749999,0.052151064845780006,0.03926220974254,0.02540570849147,0.01523647067026,0.009130248334189999,0.005876365801600002,0.004179292165929997,0.003341029297900005,0.3012340272,0.23505659229000003,0.20409737566999997,0.19282876405999996,0.19352459356000004,0.20111096526999997,0.21435371997599997,0.23429917020700003,0.262160872672,0.2973897201517,0.33889993392179996,0.38391993099430005,0.42500495838852,0.45534121282598,0.4736645198345101,0.4831829751642501,0.4876730090300601,0.4895605780284601,0.49004021126253017,0.48964510756463
KEB,high,0,0.0,11,13,1,,0.07371827291,0.039730915285,0.03627874108299999,0.034706683268,0.0328326424248,0.0289674124509,0.025379457088800003,0.021488780449960006,0.01761337884595,0.014396475352039995,0.011429870978829004,0.008791580384099999,0.006561207929397997,0.004763706185709,0.0033748797174719992,0.0024036448880680006,0.001744577703752,0.0013130888212199998,0.0010360312240099985,0.3012340272,0.23505659229000003,0.210736002005,0.19722353152199998,0.18839110645399998,0.18223562082919997,0.17700102897829997,0.17130232188950004,0.16491025403954,0.15827717019359,0.15175424544154997,0.14557921146272101,0.14008288807862102,0.13557094694922298,0.132160666403514,0.129758364066042,0.128135490117974,0.12704478105422198,0.126293734633002,0.125755449228992
BOK,low,3,0.0,13,16,1,,0.07371827291,0.044645435237,0.035195839469000005,0.027692787726,0.023804752973,0.022307082497000003,0.022910080960000006,0.023785408376999998,0.024402773910100005,0.024315006721400002,0.0228537922956,0.0199574531844,0.01622489948017,0.012321008263099998,0.008855403421520002,0.006202968120630002,0.00437628887918,0.0031827221351000013,0.0024112057947499976,0.3012340272,0.23505659229000003,0.20887672105300006,0.198736680184,0.19785888695799994,0.20249841726499998,0.210527021368,0.220681971218,0.23217503731099998,0.24438679603690003,0.25660053620749995,0.2678864380059,0.2773196347675,0.28438244655333,0.28914389622023,0.29212134402471,0.29397126855608,0.2952114085929,0.2961481691038,0.29693738902304995
REK,low,3,0.0,14,17,1,,0.07371827291,0.044209741440000005,0.0348369197,0.027977369970000002,0.025066260943999996,0.024818906696,0.026052354267999997,0.027847868983200002,0.0304085135415,0.03231922709041,0.032923694331620006,0.031246675691989995,0.026070511424379997,0.018791945241780003,0.01214048537644,0.007552395021754999,0.004788892467684003,0.003165946559315999,0.0022395040945240004,0.3012340272,0.23505659229000003,0.20579858684999996,0.19587249883,0.19610644047999995,0.20254924733600002,0.21333829354000003,0.227577759292,0.24448409566879994,0.2628450963273,0.28133931703689,0.29851995656527,0.31251686991328004,0.3216786387489,0.32591990554711997,0.32691994143068004,0.32647157396892496,0.32557851744124094,0.324633428061925,0.323751791367401
